League;Date;Get;Pay;Value;Confidence
Allflame;2026-09-23;Veiled Chaos Orb;Chaos Orb;78.1;High
Allflame;2026-09-23;Warlord's Exalted Orb;Chaos Orb;512.4;High
Allflame;2026-09-23;Blacksmith's Whetstone;Chaos Orb;0.08069;High
Allflame;2026-09-23;Scroll of Wisdom;Chaos Orb;0.01703;High
Allflame;2026-09-23;Awakening Fragment;Chaos Orb;7.66;High
Allflame;2026-09-23;Baran's Crest;Chaos Orb;8.14;High
Allflame;2026-09-23;Al-Hezmin's Crest;Chaos Orb;7.81;High
Allflame;2026-09-23;Blazing Fragment;Chaos Orb;67.22;High
Allflame;2026-09-23;Fragment of the Chimera;Chaos Orb;5.3;High
Allflame;2026-09-23;Cosmic Fragment;Chaos Orb;232.2;High
Allflame;2026-09-23;Crescent Splinter;Chaos Orb;4.36;High
Allflame;2026-09-23;Decaying Fragment;Chaos Orb;141.6;High
Allflame;2026-09-23;Drox's Crest;Chaos Orb;9.99;High
Allflame;2026-09-23;Sacrifice at Dusk;Chaos Orb;0.1335;High
Allflame;2026-09-23;Echo of Loneliness;Chaos Orb;124.7;High
Allflame;2026-09-23;Fragment of Constriction;Chaos Orb;11.99;High
Allflame;2026-09-23;Fragment of Emptiness;Chaos Orb;39.79;High
Allflame;2026-09-23;Fragment of Enslavement;Chaos Orb;12.38;High
Allflame;2026-09-23;Fragment of Eradication;Chaos Orb;14.83;High
Allflame;2026-09-23;Fragment of Knowledge;Chaos Orb;98.07;High
Allflame;2026-09-23;Fragment of Purification;Chaos Orb;11.38;High
Allflame;2026-09-23;Fragment of Shape;Chaos Orb;78.05;High
Allflame;2026-09-23;Mortal Grief;Chaos Orb;10.69;High
Allflame;2026-09-23;Hivebrain Gland;Chaos Orb;6.09;High
Allflame;2026-09-23;Fragment of the Hydra;Chaos Orb;5.35;High
Allflame;2026-09-23;Mortal Ignorance;Chaos Orb;12.84;High
Allflame;2026-09-23;Memory of Loneliness;Chaos Orb;5.17;High
Allflame;2026-09-23;Sacrifice at Midnight;Chaos Orb;2.22;High
Allflame;2026-09-23;Dedication to the Goddess;Chaos Orb;28.74;High
Allflame;2026-09-23;Ritual Splinter;Chaos Orb;0.4742;High
Allflame;2026-09-23;Ritual Vessel;Chaos Orb;1.99;High
Allflame;2026-09-23;Sacred Blossom;Chaos Orb;35.44;High
Allflame;2026-09-23;The Maven's Writ;Chaos Orb;8.97;High
Allflame;2026-09-23;Timeless Maraketh Emblem;Chaos Orb;23.17;High
Allflame;2026-09-23;Timeless Maraketh Splinter;Chaos Orb;1.31;High
Allflame;2026-09-23;Timeless Templar Emblem;Chaos Orb;34.69;High
Allflame;2026-09-23;Timeless Templar Splinter;Chaos Orb;3;High
Allflame;2026-09-23;Traumatic Fragment;Chaos Orb;72.81;High
Allflame;2026-09-23;Sacrifice at Dawn;Chaos Orb;0.1664;High
Allflame;2026-09-23;Devouring Fragment;Chaos Orb;184.1;High
Allflame;2026-09-23;Echo of Reverence;Chaos Orb;310.4;High
Allflame;2026-09-23;Echo of Trauma;Chaos Orb;457.6;High
Allflame;2026-09-23;Fragment of Terror;Chaos Orb;39.79;High
Allflame;2026-09-23;Mortal Hope;Chaos Orb;12.49;High
Allflame;2026-09-23;Lonely Fragment;Chaos Orb;62.22;High
Allflame;2026-09-23;Memory of Reverence;Chaos Orb;14.36;High
Allflame;2026-09-23;Memory of Trauma;Chaos Orb;67.39;High
Allflame;2026-09-23;Fragment of the Minotaur;Chaos Orb;10.59;High
Allflame;2026-09-23;Tribute to the Goddess;Chaos Orb;9.56;High
Allflame;2026-09-23;Fragment of the Phoenix;Chaos Orb;5.54;High
Allflame;2026-09-23;Mortal Rage;Chaos Orb;10.98;High
Allflame;2026-09-23;Reality Fragment;Chaos Orb;214.2;High
Allflame;2026-09-23;Reverent Fragment;Chaos Orb;152.2;High
Allflame;2026-09-23;Synthesising Fragment;Chaos Orb;8.82;High
Allflame;2026-09-23;Timeless Eternal Emblem;Chaos Orb;2.21;High
Allflame;2026-09-23;Timeless Karui Emblem;Chaos Orb;3.61;High
Allflame;2026-09-23;Timeless Vaal Emblem;Chaos Orb;6.85;High
Allflame;2026-09-23;Veritania's Crest;Chaos Orb;9.09;High
Allflame;2026-09-23;Timeless Karui Splinter;Chaos Orb;0.3333;High
Allflame;2026-09-23;Timeless Vaal Splinter;Chaos Orb;0.8974;High
Allflame;2026-09-24;Broken Mirror of Kalandra;Chaos Orb;40460;High
Allflame;2026-09-24;Reflecting Mist;Chaos Orb;1807;High
Allflame;2026-09-24;Fracturing Orb;Chaos Orb;405.2;High
Allflame;2026-09-24;Accelerating Catalyst;Chaos Orb;1.99;High
Allflame;2026-09-24;Orb of Conflict;Chaos Orb;388.7;High
Allflame;2026-09-24;Divine Orb;Chaos Orb;364;High
Allflame;2026-09-24;Tempering Catalyst;Chaos Orb;5.88;High
Allflame;2026-09-24;Tainted Catalyst;Chaos Orb;12.31;High
Allflame;2026-09-24;Orb of Annulment;Chaos Orb;11.53;High
Allflame;2026-09-24;Imbued Catalyst;Chaos Orb;1.55;High
Allflame;2026-09-24;Unstable Catalyst;Chaos Orb;7.18;High
Allflame;2026-09-24;Chromatic Orb;Chaos Orb;3.2;High
Allflame;2026-09-24;Stacked Deck;Chaos Orb;6.34;High
Allflame;2026-09-24;Ancient Orb;Chaos Orb;11.15;High
Allflame;2026-09-24;Enkindling Orb;Chaos Orb;2.06;High
Allflame;2026-09-24;Intrinsic Catalyst;Chaos Orb;2.48;High
Allflame;2026-09-24;Gemcutter's Prism;Chaos Orb;1.73;High
Allflame;2026-09-24;Abrasive Catalyst;Chaos Orb;1.63;High
Allflame;2026-09-24;Scrying Orb;Chaos Orb;2;High
Allflame;2026-09-24;Orb of Scouring;Chaos Orb;0.8847;High
Allflame;2026-09-24;Turbulent Catalyst;Chaos Orb;1.62;High
Allflame;2026-09-24;Fertile Catalyst;Chaos Orb;34.39;High
Allflame;2026-09-24;Regal Orb;Chaos Orb;0.3115;High
Allflame;2026-09-24;Orb of Alchemy;Chaos Orb;0.03284;High
Allflame;2026-09-24;Orb of Fusing;Chaos Orb;0.09791;High
Allflame;2026-09-24;Orb of Alteration;Chaos Orb;0.1563;High
Allflame;2026-09-24;Orb of Transmutation;Chaos Orb;0.007474;High
Allflame;2026-09-24;Vivid Crystallised Lifeforce;Chaos Orb;0.1235;High
Allflame;2026-09-24;Jeweller's Orb;Chaos Orb;0.01305;High
Allflame;2026-09-24;Traumatic Reliquary Key;Chaos Orb;1714;High
Allflame;2026-09-24;Syndicate Medallion;Chaos Orb;1512;High
Allflame;2026-09-24;Archive Reliquary Key;Chaos Orb;1344;High
Allflame;2026-09-24;Zorath's Eye of the Inevitable;Chaos Orb;1008;High
Allflame;2026-09-24;Shiny Reliquary Key;Chaos Orb;739.2;High
Allflame;2026-09-24;Forgotten Reliquary Key;Chaos Orb;370;High
Allflame;2026-09-24;Oubliette Reliquary Key;Chaos Orb;336;High
Allflame;2026-09-24;Valdo's Puzzle Box;Chaos Orb;336;High
Allflame;2026-09-24;Voidborn Reliquary Key;Chaos Orb;325.2;High
Allflame;2026-09-24;Simulacrum;Chaos Orb;282.4;High
Allflame;2026-09-24;Zorath's Eye of the Endless;Chaos Orb;200;High
Allflame;2026-09-24;Gift to the Goddess;Chaos Orb;35.5;High
Allflame;2026-09-24;An Audience With The King;Chaos Orb;27.5;High
Allflame;2026-09-24;Zorath's Eye of Authority;Chaos Orb;12;High
Allflame;2026-09-24;Zorath's Eye of Malevolence;Chaos Orb;9.5;High
Allflame;2026-09-24;Message in a Bottle;Chaos Orb;8;High
Allflame;2026-09-24;Simulacrum Splinter;Chaos Orb;4;High
Allflame;2026-09-24;Timeless Vaal Splinter;Chaos Orb;2.6;High
Allflame;2026-09-24;Sacrifice at Noon;Chaos Orb;1.48;High
Allflame;2026-09-24;Sacrifice at Dawn;Chaos Orb;1;High
Allflame;2026-09-24;Offering to the Goddess;Chaos Orb;1;High
Allflame;2026-09-24;Divine Vessel;Chaos Orb;1;High
Allflame;2026-09-24;Sacrifice at Dusk;Chaos Orb;0.92;High
Allflame;2026-09-24;Blessed Orb;Chaos Orb;0.05592;High
Allflame;2026-09-24;Orb of Augmentation;Chaos Orb;0.04153;High
Allflame;2026-09-24;Awakener's Orb;Chaos Orb;978.3;High
Allflame;2026-09-24;Glassblower's Bauble;Chaos Orb;0.5888;High
Allflame;2026-09-24;Orb of Chance;Chaos Orb;0.1265;High
Allflame;2026-09-24;Dead Man's Sulphur;Chaos Orb;0.009712;High
Allflame;2026-09-24;Elder's Exalted Orb;Chaos Orb;88.75;High
Allflame;2026-09-24;Eldritch Chaos Orb;Chaos Orb;38.62;High
Allflame;2026-09-24;Eldritch Exalted Orb;Chaos Orb;4.76;High
Allflame;2026-09-24;Eldritch Orb of Annulment;Chaos Orb;56.2;High
Allflame;2026-09-24;Exalted Orb;Chaos Orb;2.38;High
Allflame;2026-09-24;Exceptional Eldritch Ichor;Chaos Orb;275.7;High
Allflame;2026-09-24;Fracturing Shard;Chaos Orb;22.62;High
Allflame;2026-09-24;Grand Eldritch Ember;Chaos Orb;15.12;High
Allflame;2026-09-24;Grand Eldritch Ichor;Chaos Orb;5.21;High
Allflame;2026-09-24;Greater Eldritch Ember;Chaos Orb;0.4197;High
Allflame;2026-09-24;Greater Eldritch Ichor;Chaos Orb;1.15;High
Allflame;2026-09-24;Instilling Orb;Chaos Orb;0.1786;High
Allflame;2026-09-24;Lesser Eldritch Ember;Chaos Orb;0.1362;High
Allflame;2026-09-24;Lesser Eldritch Ichor;Chaos Orb;0.08215;High
Allflame;2026-09-24;Maven's Chisel of Avarice;Chaos Orb;222.9;High
Allflame;2026-09-24;Maven's Chisel of Scarabs;Chaos Orb;60.86;High
Allflame;2026-09-24;Orb of Binding;Chaos Orb;0.02838;High
Allflame;2026-09-24;Orb of Intention;Chaos Orb;2;High
Allflame;2026-09-24;Orb of Remembrance;Chaos Orb;126.7;High
Allflame;2026-09-24;Orb of Unmaking;Chaos Orb;0.2059;High
Allflame;2026-09-24;Orb of Unravelling;Chaos Orb;25.12;High
Allflame;2026-09-24;Primal Crystallised Lifeforce;Chaos Orb;0.06912;High
Allflame;2026-09-24;Redeemer's Exalted Orb;Chaos Orb;162.9;High
Allflame;2026-09-24;Orb of Regret;Chaos Orb;1.57;High
Allflame;2026-09-24;Sacred Crystallised Lifeforce;Chaos Orb;51.01;High
Allflame;2026-09-24;Crystallised Rancour;Chaos Orb;476.7;High
Allflame;2026-09-24;Armourer's Scrap;Chaos Orb;0.07893;High
Allflame;2026-09-24;Shaper's Exalted Orb;Chaos Orb;161.1;High
Allflame;2026-09-24;Tainted Blacksmith's Whetstone;Chaos Orb;6.86;High
Allflame;2026-09-24;Tainted Exalted Orb;Chaos Orb;495;High
Allflame;2026-09-24;Tainted Orb of Fusing;Chaos Orb;20.82;High
Allflame;2026-09-24;Veiled Exalted Orb;Chaos Orb;4889;High
Allflame;2026-09-24;Wild Crystallised Lifeforce;Chaos Orb;0.02465;High
Allflame;2026-09-24;Crusader's Exalted Orb;Chaos Orb;162.7;High
Allflame;2026-09-24;Hinekora's Lock;Chaos Orb;99691;High
Allflame;2026-09-24;Exceptional Eldritch Ember;Chaos Orb;252.4;High
Allflame;2026-09-24;Flesh of Xesht;Chaos Orb;82.83;High
Allflame;2026-09-24;Foulborn Exalted Orb;Chaos Orb;2053;High
Allflame;2026-09-24;Foulborn Orb of Augmentation;Chaos Orb;1.52;High
Allflame;2026-09-24;Foulborn Regal Orb;Chaos Orb;11.17;High
Allflame;2026-09-24;Hunter's Exalted Orb;Chaos Orb;700;High
Allflame;2026-09-24;Maven's Chisel of Divination;Chaos Orb;30.43;High
Allflame;2026-09-24;Maven's Chisel of Procurement;Chaos Orb;3.84;High
Allflame;2026-09-24;Maven's Chisel of Proliferation;Chaos Orb;43.29;High
Allflame;2026-09-24;Orb of Dominance;Chaos Orb;1674;High
Allflame;2026-09-24;Mirror of Kalandra;Chaos Orb;394828;High
Allflame;2026-09-24;Mirror Shard;Chaos Orb;20123;High
Allflame;2026-09-24;Noxious Catalyst;Chaos Orb;1.73;High
Allflame;2026-09-24;Portal Scroll;Chaos Orb;0.03297;High
Allflame;2026-09-24;Prismatic Catalyst;Chaos Orb;87.36;High
Allflame;2026-09-24;Rogue's Marker;Chaos Orb;0.001175;High
Allflame;2026-09-24;Sacred Orb;Chaos Orb;76.75;High
Allflame;2026-09-24;Tailoring Orb;Chaos Orb;643.4;High
Allflame;2026-09-24;Tainted Armourer's Scrap;Chaos Orb;2.93;High
Allflame;2026-09-24;Tainted Chaos Orb;Chaos Orb;17;High
Allflame;2026-09-24;Tainted Chromatic Orb;Chaos Orb;6.47;High
Allflame;2026-09-24;Volatile Vaal Orb;Chaos Orb;1302;High
Allflame;2026-09-24;Tainted Divine Teardrop;Chaos Orb;1699;High
Allflame;2026-09-24;Tainted Jeweller's Orb;Chaos Orb;3.61;High
Allflame;2026-09-24;Tainted Mythic Orb;Chaos Orb;11.93;High
Allflame;2026-09-24;Tempering Orb;Chaos Orb;556.9;High
Allflame;2026-09-24;Vaal Orb;Chaos Orb;0.7502;High
Allflame;2026-09-24;Veiled Chaos Orb;Chaos Orb;81.45;High
Allflame;2026-09-24;Warlord's Exalted Orb;Chaos Orb;524.6;High
Allflame;2026-09-24;Blacksmith's Whetstone;Chaos Orb;0.06369;High
Allflame;2026-09-24;Scroll of Wisdom;Chaos Orb;0.01306;High
Allflame;2026-09-24;Awakening Fragment;Chaos Orb;7.8;High
Allflame;2026-09-24;Baran's Crest;Chaos Orb;6.99;High
Allflame;2026-09-24;Al-Hezmin's Crest;Chaos Orb;7.91;High
Allflame;2026-09-24;Blazing Fragment;Chaos Orb;70.88;High
Allflame;2026-09-24;Fragment of the Chimera;Chaos Orb;5.28;High
Allflame;2026-09-24;Cosmic Fragment;Chaos Orb;206.6;High
Allflame;2026-09-24;Crescent Splinter;Chaos Orb;3.07;High
Allflame;2026-09-24;Decaying Fragment;Chaos Orb;111.4;High
Allflame;2026-09-24;Drox's Crest;Chaos Orb;9.02;High
Allflame;2026-09-24;Echo of Loneliness;Chaos Orb;129.2;High
Allflame;2026-09-24;Fragment of Constriction;Chaos Orb;11.36;High
Allflame;2026-09-24;Fragment of Emptiness;Chaos Orb;39.58;High
Allflame;2026-09-24;Fragment of Enslavement;Chaos Orb;11.12;High
Allflame;2026-09-24;Fragment of Eradication;Chaos Orb;13.69;High
Allflame;2026-09-24;Fragment of Knowledge;Chaos Orb;117;High
Allflame;2026-09-24;Fragment of Purification;Chaos Orb;10.72;High
Allflame;2026-09-24;Fragment of Shape;Chaos Orb;75.79;High
Allflame;2026-09-24;Mortal Grief;Chaos Orb;12.87;High
Allflame;2026-09-24;Hivebrain Gland;Chaos Orb;7.93;High
Allflame;2026-09-24;Fragment of the Hydra;Chaos Orb;4.68;High
Allflame;2026-09-24;Mortal Ignorance;Chaos Orb;14.42;High
Allflame;2026-09-24;Memory of Loneliness;Chaos Orb;6.36;High
Allflame;2026-09-24;Sacrifice at Midnight;Chaos Orb;3.05;High
Allflame;2026-09-24;Dedication to the Goddess;Chaos Orb;32.15;High
Allflame;2026-09-24;Ritual Vessel;Chaos Orb;1.93;High
Allflame;2026-09-24;Sacred Blossom;Chaos Orb;45.4;High
Allflame;2026-09-24;The Maven's Writ;Chaos Orb;13.19;High
Allflame;2026-09-24;Timeless Karui Splinter;Chaos Orb;0.5;High
Allflame;2026-09-24;Timeless Maraketh Emblem;Chaos Orb;31.24;High
Allflame;2026-09-24;Timeless Maraketh Splinter;Chaos Orb;0.5303;High
Allflame;2026-09-24;Timeless Templar Emblem;Chaos Orb;30.06;High
Allflame;2026-09-24;Timeless Templar Splinter;Chaos Orb;0.3239;High
Allflame;2026-09-24;Traumatic Fragment;Chaos Orb;65.78;High
Allflame;2026-09-24;Devouring Fragment;Chaos Orb;178.6;High
Allflame;2026-09-24;Echo of Reverence;Chaos Orb;234.6;High
Allflame;2026-09-24;Echo of Trauma;Chaos Orb;438.2;High
Allflame;2026-09-24;Fragment of Terror;Chaos Orb;39.79;High
Allflame;2026-09-24;Mortal Hope;Chaos Orb;20.68;High
Allflame;2026-09-24;Lonely Fragment;Chaos Orb;104.4;High
Allflame;2026-09-24;Memory of Reverence;Chaos Orb;11.4;High
Allflame;2026-09-24;Memory of Trauma;Chaos Orb;75.05;High
Allflame;2026-09-24;Fragment of the Minotaur;Chaos Orb;7.12;High
Allflame;2026-09-24;Tribute to the Goddess;Chaos Orb;5.53;High
Allflame;2026-09-24;Fragment of the Phoenix;Chaos Orb;4.72;High
Allflame;2026-09-24;Mortal Rage;Chaos Orb;8.89;High
Allflame;2026-09-24;Reality Fragment;Chaos Orb;210.1;High
Allflame;2026-09-24;Reverent Fragment;Chaos Orb;153;High
Allflame;2026-09-24;Synthesising Fragment;Chaos Orb;10.89;High
Allflame;2026-09-24;Timeless Eternal Emblem;Chaos Orb;3.67;High
Allflame;2026-09-24;Timeless Karui Emblem;Chaos Orb;6.03;High
Allflame;2026-09-24;Timeless Vaal Emblem;Chaos Orb;5.48;High
Allflame;2026-09-24;Veritania's Crest;Chaos Orb;8.24;High
Allflame;2026-09-25;Reflecting Mist;Chaos Orb;1785;High
Allflame;2026-09-25;Orb of Conflict;Chaos Orb;452;High
Allflame;2026-09-25;Fracturing Orb;Chaos Orb;445.3;High
Allflame;2026-09-25;Divine Orb;Chaos Orb;364.7;High
Allflame;2026-09-25;Tempering Catalyst;Chaos Orb;6.33;High
Allflame;2026-09-25;Accelerating Catalyst;Chaos Orb;2.81;High
Allflame;2026-09-25;Fertile Catalyst;Chaos Orb;32.49;High
Allflame;2026-09-25;Tainted Catalyst;Chaos Orb;13.21;High
Allflame;2026-09-25;Orb of Annulment;Chaos Orb;11.6;High
Allflame;2026-09-25;Unstable Catalyst;Chaos Orb;8.85;High
Allflame;2026-09-25;Chromatic Orb;Chaos Orb;4.27;High
Allflame;2026-09-25;Abrasive Catalyst;Chaos Orb;1.54;High
Allflame;2026-09-25;Gemcutter's Prism;Chaos Orb;1.58;High
Allflame;2026-09-25;Intrinsic Catalyst;Chaos Orb;2.98;High
Allflame;2026-09-25;Scrying Orb;Chaos Orb;2;High
Allflame;2026-09-25;Turbulent Catalyst;Chaos Orb;1.9;High
Allflame;2026-09-25;Orb of Scouring;Chaos Orb;0.8551;High
Allflame;2026-09-25;Imbued Catalyst;Chaos Orb;1.93;High
Allflame;2026-09-25;Orb of Fusing;Chaos Orb;0.0997;High
Allflame;2026-09-25;Orb of Alchemy;Chaos Orb;0.02479;High
Allflame;2026-09-25;Orb of Alteration;Chaos Orb;0.1685;High
Allflame;2026-09-25;Vivid Crystallised Lifeforce;Chaos Orb;0.1396;High
Allflame;2026-09-25;Jeweller's Orb;Chaos Orb;0.0126;High
Allflame;2026-09-25;Traumatic Reliquary Key;Chaos Orb;1800;High
Allflame;2026-09-25;Syndicate Medallion;Chaos Orb;1588;High
Allflame;2026-09-25;Archive Reliquary Key;Chaos Orb;1412;High
Allflame;2026-09-25;Shiny Reliquary Key;Chaos Orb;706;High
Allflame;2026-09-25;Oubliette Reliquary Key;Chaos Orb;353;High
Allflame;2026-09-25;Valdo's Puzzle Box;Chaos Orb;353;High
Allflame;2026-09-25;Simulacrum;Chaos Orb;276;High
Allflame;2026-09-25;Zorath's Eye of the Endless;Chaos Orb;200;High
Allflame;2026-09-25;Voidborn Reliquary Key;Chaos Orb;60;High
Allflame;2026-09-25;Gift to the Goddess;Chaos Orb;42;High
Allflame;2026-09-25;An Audience With The King;Chaos Orb;28;High
Allflame;2026-09-25;Message in a Bottle;Chaos Orb;11;High
Allflame;2026-09-25;Zorath's Eye of Malevolence;Chaos Orb;8;High
Allflame;2026-09-25;Zorath's Eye of Authority;Chaos Orb;3.8;High
Allflame;2026-09-25;Simulacrum Splinter;Chaos Orb;2;High
Allflame;2026-09-25;Sacrifice at Noon;Chaos Orb;1.48;High
Allflame;2026-09-25;Sacrifice at Dawn;Chaos Orb;1;High
Allflame;2026-09-25;Offering to the Goddess;Chaos Orb;1;High
Allflame;2026-09-25;Divine Vessel;Chaos Orb;1;High
Allflame;2026-09-25;Sacrifice at Dusk;Chaos Orb;0.91;High
Allflame;2026-09-25;Blessed Orb;Chaos Orb;0.1207;High
Allflame;2026-09-25;Ancient Orb;Chaos Orb;8.82;High
Allflame;2026-09-25;Orb of Augmentation;Chaos Orb;0.04423;High
Allflame;2026-09-25;Awakener's Orb;Chaos Orb;937.1;High
Allflame;2026-09-25;Glassblower's Bauble;Chaos Orb;0.4298;High
Allflame;2026-09-25;Orb of Chance;Chaos Orb;0.1259;High
Allflame;2026-09-25;Dead Man's Sulphur;Chaos Orb;0.01029;High
Allflame;2026-09-25;Elder's Exalted Orb;Chaos Orb;90.1;High
Allflame;2026-09-25;Eldritch Chaos Orb;Chaos Orb;32.95;High
Allflame;2026-09-25;Eldritch Exalted Orb;Chaos Orb;2.94;High
Allflame;2026-09-25;Eldritch Orb of Annulment;Chaos Orb;33.26;High
Allflame;2026-09-25;Enkindling Orb;Chaos Orb;1.63;High
Allflame;2026-09-25;Exalted Orb;Chaos Orb;2.48;High
Allflame;2026-09-25;Exceptional Eldritch Ichor;Chaos Orb;253.1;High
Allflame;2026-09-25;Fracturing Shard;Chaos Orb;16;High
Allflame;2026-09-25;Grand Eldritch Ember;Chaos Orb;14;High
Allflame;2026-09-25;Grand Eldritch Ichor;Chaos Orb;4.38;High
Allflame;2026-09-25;Greater Eldritch Ember;Chaos Orb;0.8788;High
Allflame;2026-09-25;Greater Eldritch Ichor;Chaos Orb;0.33;High
Allflame;2026-09-25;Instilling Orb;Chaos Orb;0.1698;High
Allflame;2026-09-25;Lesser Eldritch Ember;Chaos Orb;0.1536;High
Allflame;2026-09-25;Lesser Eldritch Ichor;Chaos Orb;0.07924;High
Allflame;2026-09-25;Maven's Chisel of Avarice;Chaos Orb;164;High
Allflame;2026-09-25;Maven's Chisel of Scarabs;Chaos Orb;68.77;High
Allflame;2026-09-25;Orb of Binding;Chaos Orb;0.02766;High
Allflame;2026-09-25;Orb of Intention;Chaos Orb;1.2;High
Allflame;2026-09-25;Orb of Remembrance;Chaos Orb;128.9;High
Allflame;2026-09-25;Orb of Unmaking;Chaos Orb;0.5178;High
Allflame;2026-09-25;Orb of Unravelling;Chaos Orb;29.34;High
Allflame;2026-09-25;Primal Crystallised Lifeforce;Chaos Orb;0.07024;High
Allflame;2026-09-25;Redeemer's Exalted Orb;Chaos Orb;208.4;High
Allflame;2026-09-25;Regal Orb;Chaos Orb;0.1094;High
Allflame;2026-09-25;Orb of Regret;Chaos Orb;1.43;High
Allflame;2026-09-25;Sacred Crystallised Lifeforce;Chaos Orb;85.82;High
Allflame;2026-09-25;Crystallised Rancour;Chaos Orb;324.6;High
Allflame;2026-09-25;Armourer's Scrap;Chaos Orb;0.03848;High
Allflame;2026-09-25;Shaper's Exalted Orb;Chaos Orb;160.2;High
Allflame;2026-09-25;Tainted Blacksmith's Whetstone;Chaos Orb;4.12;High
Allflame;2026-09-25;Tainted Exalted Orb;Chaos Orb;641.9;High
Allflame;2026-09-25;Tainted Orb of Fusing;Chaos Orb;20;High
Allflame;2026-09-25;Wild Crystallised Lifeforce;Chaos Orb;0.02594;High
Allflame;2026-09-25;Crusader's Exalted Orb;Chaos Orb;157.4;High
Allflame;2026-09-25;Hinekora's Lock;Chaos Orb;97017;High
Allflame;2026-09-25;Veiled Exalted Orb;Chaos Orb;4946;High
Allflame;2026-09-25;Exceptional Eldritch Ember;Chaos Orb;236.6;High
Allflame;2026-09-25;Flesh of Xesht;Chaos Orb;82.06;High
Allflame;2026-09-25;Foulborn Exalted Orb;Chaos Orb;1909;High
Allflame;2026-09-25;Foulborn Orb of Augmentation;Chaos Orb;1.71;High
Allflame;2026-09-25;Foulborn Regal Orb;Chaos Orb;14.96;High
Allflame;2026-09-25;Hunter's Exalted Orb;Chaos Orb;572.3;High
Allflame;2026-09-25;Maven's Chisel of Divination;Chaos Orb;28.33;High
Allflame;2026-09-25;Maven's Chisel of Procurement;Chaos Orb;3.71;High
Allflame;2026-09-25;Maven's Chisel of Proliferation;Chaos Orb;49.26;High
Allflame;2026-09-25;Orb of Dominance;Chaos Orb;1585;High
Allflame;2026-09-25;Mirror of Kalandra;Chaos Orb;412686;High
Allflame;2026-09-25;Mirror Shard;Chaos Orb;20517;High
Allflame;2026-09-25;Noxious Catalyst;Chaos Orb;1.73;High
Allflame;2026-09-25;Portal Scroll;Chaos Orb;0.02863;High
Allflame;2026-09-25;Prismatic Catalyst;Chaos Orb;78.67;High
Allflame;2026-09-25;Rogue's Marker;Chaos Orb;0.001034;High
Allflame;2026-09-25;Sacred Orb;Chaos Orb;60.91;High
Allflame;2026-09-25;Stacked Deck;Chaos Orb;6.79;High
Allflame;2026-09-25;Tailoring Orb;Chaos Orb;675.9;High
Allflame;2026-09-25;Tainted Armourer's Scrap;Chaos Orb;1.34;High
Allflame;2026-09-25;Tainted Chaos Orb;Chaos Orb;36.47;High
Allflame;2026-09-25;Tainted Chromatic Orb;Chaos Orb;7.99;High
Allflame;2026-09-25;Volatile Vaal Orb;Chaos Orb;1269;High
Allflame;2026-09-25;Tainted Divine Teardrop;Chaos Orb;2553;High
Allflame;2026-09-25;Tainted Jeweller's Orb;Chaos Orb;2.12;High
Allflame;2026-09-25;Tainted Mythic Orb;Chaos Orb;15.82;High
Allflame;2026-09-25;Tempering Orb;Chaos Orb;603.1;High
Allflame;2026-09-25;Orb of Transmutation;Chaos Orb;0.007526;High
Allflame;2026-09-25;Vaal Orb;Chaos Orb;0.9083;High
Allflame;2026-09-25;Veiled Chaos Orb;Chaos Orb;86.1;High
Allflame;2026-09-25;Warlord's Exalted Orb;Chaos Orb;534.6;High
Allflame;2026-09-25;Blacksmith's Whetstone;Chaos Orb;0.04798;High
Allflame;2026-09-25;Scroll of Wisdom;Chaos Orb;0.0134;High
Allflame;2026-09-25;Awakening Fragment;Chaos Orb;8.66;High
Allflame;2026-09-25;Baran's Crest;Chaos Orb;8.67;High
Allflame;2026-09-25;Al-Hezmin's Crest;Chaos Orb;5.65;High
Allflame;2026-09-25;Blazing Fragment;Chaos Orb;69.61;High
Allflame;2026-09-25;Fragment of the Chimera;Chaos Orb;7.6;High
Allflame;2026-09-25;Cosmic Fragment;Chaos Orb;199.5;High
Allflame;2026-09-25;Crescent Splinter;Chaos Orb;6.26;High
Allflame;2026-09-25;Decaying Fragment;Chaos Orb;114.7;High
Allflame;2026-09-25;Drox's Crest;Chaos Orb;11.69;High
Allflame;2026-09-25;Echo of Loneliness;Chaos Orb;147;High
Allflame;2026-09-25;Fragment of Constriction;Chaos Orb;13.35;High
Allflame;2026-09-25;Fragment of Emptiness;Chaos Orb;39.31;High
Allflame;2026-09-25;Fragment of Enslavement;Chaos Orb;15.71;High
Allflame;2026-09-25;Fragment of Eradication;Chaos Orb;15.72;High
Allflame;2026-09-25;Fragment of Knowledge;Chaos Orb;119.4;High
Allflame;2026-09-25;Fragment of Purification;Chaos Orb;17.01;High
Allflame;2026-09-25;Fragment of Shape;Chaos Orb;87.67;High
Allflame;2026-09-25;Mortal Grief;Chaos Orb;5.38;High
Allflame;2026-09-25;Hivebrain Gland;Chaos Orb;10.44;High
Allflame;2026-09-25;Fragment of the Hydra;Chaos Orb;8.23;High
Allflame;2026-09-25;Mortal Ignorance;Chaos Orb;11.29;High
Allflame;2026-09-25;Memory of Loneliness;Chaos Orb;2.93;High
Allflame;2026-09-25;Sacrifice at Midnight;Chaos Orb;3;High
Allflame;2026-09-25;Dedication to the Goddess;Chaos Orb;27.58;High
